date,open,high,low,close,volume
2005-03-30,952.71,952.71,936.38,937.03,895016400
2005-03-31,934.85,942.37,928.34,942.2,785944600
2005-04-01,941.43,989.9,937.55,978.15,1634750500
2005-04-04,968.49,974.06,956.13,962.17,1143509300
2005-04-05,960.54,967.75,953.59,955.6,953453700
2005-04-06,955.6,977.86,948.95,973.67,1428242100
2005-04-07,975.97,1000.27,974.31,984.73,2075421200
2005-04-08,984.66,1003.7,979.53,1003.45,1476252600
2005-04-11,1003.88,1008.74,992.77,995.42,1593606600
2005-04-12,993.71,993.71,978.2,978.7,1022619300
2005-04-13,987.95,1006.5,987.95,1000.9,1607168700
2005-04-14,1004.64,1006.42,985.58,986.98,1294571000
2005-04-15,982.61,982.61,971.93,974.08,1040895500
2005-04-18,970.91,970.91,958.65,963.77,859840000
2005-04-19,962.92,968.87,957.91,965.89,921262300
2005-04-20,964.15,964.15,946.2,950.87,885070500
2005-04-21,948.86,955.55,938.6,943.98,994614500
2005-04-22,942.91,947.91,934.96,939.1,1069188400
2005-04-25,935.99,935.99,920.16,930.07,1147047800
2005-04-26,928.43,939.7,924.65,937.08,1169047100
2005-04-27,938.57,938.91,925.9,926.6,1078061100
2005-04-28,923.53,945.5,914.83,942.07,1434348600
2005-04-29,940.81,942.45,929.81,932.39,1123541900
2005-05-09,934.65,937.39,909.17,909.17,852911500
2005-05-10,905.54,913.39,892.31,913.08,1049433100
2005-05-11,911.84,917.22,900.44,901.85,904204700
2005-05-12,899.97,900.06,883.51,885.82,1022872000
2005-05-13,883.5,898.5,875.58,887.54,1124490600
2005-05-16,885.39,885.39,869.33,875.27,822428800
2005-05-17,873.08,888.28,868.21,881.46,877227300
2005-05-18,881.14,890.4,871.82,883.2,787861000
2005-05-19,882.84,888.02,871.29,884.17,814958300
2005-05-20,883.51,891.02,879.18,882.76,722667600
2005-05-23,880.28,880.28,862.1,863.34,727979500
2005-05-24,861.2,871.77,855.59,868.46,920692900
2005-05-25,867.66,876.3,861.66,868.45,723855600
2005-05-26,867.76,872.84,854.96,857.33,662278600
2005-05-27,855.6,864.96,848.4,849.51,774998300
2005-05-30,847.63,858.46,842.1,855.61,697158300
2005-05-31,856.56,863.2,853.29,855.95,704782100
2005-06-01,855.21,857.66,836.04,837.53,790230200
2005-06-02,835.47,835.49,812.99,818.38,950865700
2005-06-03,816.55,823.86,807.97,818.03,793605600
2005-06-06,816.73,839.15,807.78,839.0,900918500
2005-06-07,841.58,858.09,835.18,837.28,1306706800
2005-06-08,848.54,908.83,844.47,905.77,3290783900
2005-06-09,907.57,925.37,895.04,912.6,3314184000
2005-06-10,911.94,911.94,889.1,894.56,2239150200
2005-06-13,895.0,900.18,877.69,892.96,1562800200
2005-06-14,895.39,905.41,882.86,883.54,1434357000
2005-06-15,881.21,881.25,865.14,866.83,1145405600
2005-06-16,866.66,879.49,861.83,879.24,1104968500
2005-06-17,883.61,888.08,876.04,880.35,1496300900
2005-06-20,881.62,906.48,872.56,906.25,1899208200
2005-06-21,906.31,906.31,894.39,896.17,1277478400
2005-06-22,894.77,901.24,891.93,900.65,1047813400
2005-06-23,900.06,904.9,892.83,893.57,950930800
2005-06-24,892.06,898.67,888.4,898.3,891873900
2005-06-27,904.21,920.65,904.21,916.04,1654540200
2005-06-28,913.48,913.48,901.21,903.72,1040221900
2005-06-29,906.75,907.57,898.08,898.9,1080674600
2005-06-30,897.1,897.1,876.88,878.69,1085547200
2005-07-01,875.93,875.93,858.37,859.49,1009459697
2005-07-04,855.32,856.1,842.81,855.93,884027653
2005-07-05,853.68,856.74,845.36,849.68,799268838
2005-07-06,850.25,854.45,838.61,842.56,689831392
2005-07-07,841.75,848.02,839.28,844.73,596246491
2005-07-08,842.62,842.62,827.23,829.49,722100042
2005-07-11,837.86,850.66,822.52,824.1,843900554
2005-07-12,821.91,854.29,818.86,851.82,1498987066
2005-07-13,850.47,851.95,841.86,846.23,939884217
2005-07-14,844.94,856.1,843.18,849.59,936196801
2005-07-15,849.87,854.6,837.78,841.0,888956339
2005-07-18,839.22,840.0,829.68,833.0,850000637
2005-07-19,831.5,840.14,829.28,835.61,789181779
2005-07-20,835.3,844.71,832.14,842.64,852647308
2005-07-21,842.75,843.99,835.76,843.99,836610097
2005-07-22,847.54,867.16,842.99,859.69,2163097613
2005-07-25,858.33,860.95,854.28,856.86,1181607969
2005-07-26,856.19,880.03,856.19,876.48,2182677591
2005-07-27,876.94,894.03,876.04,894.01,2040953728
2005-07-28,893.88,901.0,888.5,890.88,2062252706
2005-07-29,889.41,892.29,883.38,888.16,1339740598
2005-08-01,887.72,897.28,885.85,891.61,1180830918
2005-08-02,892.13,903.65,888.4,903.6,1429254743
2005-08-03,905.18,919.28,903.76,909.57,2578629807
2005-08-04,907.42,909.83,901.62,904.15,1451925560
2005-08-05,904.04,923.81,903.94,923.8,1912376473
2005-08-08,926.57,933.15,923.57,927.47,2160894430
2005-08-09,926.97,933.39,919.11,933.09,1953290746
2005-08-10,933.26,940.37,926.27,940.37,2151576251
2005-08-11,940.78,953.99,939.39,953.99,2707366644
2005-08-12,954.72,959.27,933.99,938.32,2916814435
2005-08-15,937.71,954.5,936.11,954.5,2043081347
2005-08-16,955.27,959.34,939.92,945.06,2386181791
2005-08-17,943.4,953.34,930.33,953.01,2145776865
2005-08-18,954.15,956.84,919.12,920.67,3185532658
2005-08-19,918.09,927.32,910.08,923.04,2224267940
2005-08-22,923.11,933.35,919.22,931.67,1603100973
2005-08-23,931.81,931.81,915.03,923.41,1540648815
2005-08-24,923.56,935.23,923.56,930.65,1595974747
2005-08-25,930.98,933.2,920.61,930.12,1629205702
2005-08-26,930.25,930.33,921.84,928.26,1542980361
2005-08-29,928.34,928.34,913.77,917.37,1546226094
2005-08-30,916.09,920.21,912.84,914.88,1243817039
2005-08-31,915.12,928.21,911.5,927.92,1462362986
2005-09-01,928.52,944.95,926.06,944.56,2230638364
2005-09-02,945.98,947.92,941.31,947.87,1861443797
2005-09-05,949.08,952.99,944.63,952.72,1784331803
2005-09-06,953.41,956.3,934.97,936.61,2122225535
2005-09-07,934.99,952.9,932.65,952.76,1960846569
2005-09-08,954.27,958.87,947.71,955.28,2242439335
2005-09-09,955.11,959.9,946.02,949.07,1621931001
2005-09-12,949.78,952.55,945.4,949.51,1167261344
2005-09-13,949.58,963.92,948.13,963.77,1657943068
2005-09-14,964.97,970.26,961.64,970.19,1995829050
2005-09-15,970.58,970.96,965.66,969.6,1637767923
2005-09-16,969.62,970.37,964.28,967.5,1397857095
2005-09-19,967.44,971.99,964.26,971.14,1473742101
2005-09-20,971.38,971.65,957.12,961.92,1863660434
2005-09-21,961.37,961.37,943.82,944.41,1854189548
2005-09-22,942.73,942.73,914.23,923.27,1811552476
2005-09-23,921.51,927.42,914.81,916.15,1154764377
2005-09-26,915.84,919.65,913.61,918.49,883624097
2005-09-27,918.87,921.13,903.39,904.21,1108605626
2005-09-28,903.33,910.33,901.38,903.72,885030980
2005-09-29,904.28,915.98,904.28,915.98,1193897751
2005-09-30,916.59,918.66,913.45,917.39,900143263
2005-10-10,917.21,917.21,906.88,907.32,715845087
2005-10-11,906.63,919.8,904.04,919.72,775829492
2005-10-12,920.45,926.09,917.38,923.49,1220885175
2005-10-13,923.43,926.01,916.27,916.5,1082890379
2005-10-14,916.34,917.89,902.81,904.83,1012394049
2005-10-17,903.27,903.27,892.36,897.62,1055250559
2005-10-18,897.37,903.0,895.62,902.37,1136631672
2005-10-19,902.04,907.88,897.04,898.74,1103304752
2005-10-20,898.89,900.13,889.57,899.91,1260872463
2005-10-21,899.64,907.79,897.99,904.41,1136458825
2005-10-24,905.13,908.45,900.23,906.65,921898223
2005-10-25,905.97,905.97,893.61,894.27,1121340120
2005-10-26,892.62,892.62,873.89,875.82,1216712296
2005-10-27,873.47,879.67,869.72,875.85,1190858810
2005-10-28,875.86,880.21,859.69,867.73,1197337573
2005-10-31,866.62,878.41,866.15,876.28,1044365130
2005-11-01,875.96,875.96,862.69,872.87,1008274541
2005-11-02,873.39,884.94,873.39,882.48,1310497257
2005-11-03,882.19,885.68,872.11,874.58,1217918241
2005-11-04,873.35,878.36,869.68,878.36,956731049
2005-11-07,877.62,877.62,870.08,877.28,771325916
2005-11-08,876.43,881.89,870.96,881.52,1012876111
2005-11-09,881.51,884.94,878.68,879.25,1177440511
2005-11-10,878.62,878.62,862.09,862.97,1085377097
2005-11-11,861.22,867.33,857.79,864.79,921971970
2005-11-14,864.08,864.25,858.34,862.15,627167374
2005-11-15,862.07,867.46,853.86,856.63,825247790
2005-11-16,855.45,863.17,847.49,863.12,906613777
2005-11-17,863.08,865.79,859.0,862.66,881163679
2005-11-18,862.58,886.58,862.4,882.24,1759780298
2005-11-21,882.79,886.11,880.3,883.87,1025996306
2005-11-22,883.93,883.93,869.53,869.62,1059723590
2005-11-23,868.0,876.82,866.19,876.23,991691966
2005-11-24,875.83,885.75,874.88,881.49,1462900765
2005-11-25,881.25,884.16,877.26,884.11,1300354588
2005-11-28,883.24,886.74,877.64,880.17,973973492
2005-11-29,879.25,879.25,870.56,871.31,841499373
2005-11-30,870.45,873.93,866.98,873.83,804073745
2005-12-01,873.47,877.31,870.7,873.07,706923415
2005-12-02,872.93,875.83,866.37,869.94,849202059
2005-12-05,869.43,869.43,858.86,859.61,1028689689
2005-12-06,858.11,867.19,855.72,866.08,1030351365
2005-12-07,865.72,874.0,865.02,873.84,984295499
2005-12-08,874.13,877.97,870.12,874.06,1025917366
2005-12-09,873.69,887.57,871.26,887.36,1271952575
2005-12-12,887.06,890.69,884.26,888.52,1069927987
2005-12-13,888.0,889.22,880.74,889.1,1054723734
2005-12-14,888.6,899.01,884.37,898.15,1386837599
2005-12-15,898.38,904.01,895.17,896.43,1625978156
2005-12-16,895.83,902.75,894.1,902.56,1145210671
2005-12-19,902.05,904.47,898.79,902.91,993632645
2005-12-20,902.75,907.32,899.66,907.32,1029465843
2005-12-21,907.05,910.93,902.11,903.14,1027397532
2005-12-22,902.37,909.06,900.66,908.75,894702543
2005-12-23,908.96,915.89,908.51,915.89,1190699809
2005-12-26,916.67,925.0,916.41,922.38,1534264931
2005-12-27,922.44,922.44,916.0,919.36,1205035824
2005-12-28,919.05,920.98,915.12,920.92,1213103150
2005-12-29,921.14,932.03,921.14,932.03,1725495871
2005-12-30,933.45,934.0,921.83,923.45,1560025063
2006-01-04,926.56,941.43,926.41,941.43,2112689900
2006-01-05,943.85,959.62,942.31,959.13,2731174300
2006-01-06,961.91,975.63,956.04,970.03,3028636800
2006-01-09,971.09,976.27,966.05,975.25,2432955200
2006-01-10,975.28,978.28,964.43,978.15,2273530200
2006-01-11,977.64,983.39,963.39,973.48,2652413800
2006-01-12,972.39,984.08,968.54,983.72,2189668000
2006-01-13,985.04,988.11,973.68,978.81,2228186100
2006-01-16,977.89,977.89,960.88,961.44,2030521500
2006-01-17,959.39,965.98,952.23,964.29,1603727600
2006-01-18,964.16,984.67,963.08,983.62,2082351800
2006-01-19,985.23,992.27,978.28,991.22,2645560900
2006-01-20,991.57,994.5,987.06,993.34,2614706200
2006-01-23,993.74,997.33,989.34,996.16,2254601900
2006-01-24,997.79,1006.15,993.39,999.09,2419799100
2006-01-25,998.83,1009.65,989.51,1009.6,2180075800
2006-02-06,1013.42,1033.35,1012.81,1033.23,2503877100
2006-02-07,1034.68,1038.5,1019.94,1029.94,3295478700
2006-02-08,1028.44,1033.4,1022.94,1033.07,2698672900
2006-02-09,1033.19,1033.19,1017.05,1019.6,2383960100
2006-02-10,1019.42,1032.6,1018.48,1032.34,2202445300
2006-02-13,1034.38,1034.64,1021.84,1031.61,2215729800
2006-02-14,1032.64,1038.81,1030.46,1038.53,1855622000
2006-02-15,1040.33,1048.34,1038.74,1041.66,2478462800
2006-02-16,1041.66,1041.66,1019.21,1020.12,2615989200
2006-02-17,1020.06,1028.57,1015.99,1020.37,2102687500
2006-02-20,1020.74,1030.05,1020.01,1021.64,1881888300
2006-02-21,1020.98,1038.94,1014.66,1038.82,2367803900
2006-02-22,1039.65,1046.45,1036.38,1037.88,2538070400
2006-02-23,1038.25,1041.59,1029.25,1041.37,1978503700
2006-02-24,1041.97,1049.69,1041.97,1049.44,1967610400
2006-02-27,1055.95,1057.22,1045.97,1047.85,2287209900
2006-02-28,1046.71,1053.72,1033.66,1053.01,1935326700
2006-03-01,1051.76,1057.69,1049.64,1056.62,1942573000
2006-03-02,1055.86,1056.05,1034.68,1038.67,2487786100
2006-03-03,1037.99,1043.42,1029.56,1041.68,2120053900
2006-03-06,1041.66,1044.42,1036.11,1038.87,1787096300
2006-03-07,1037.93,1037.98,1013.14,1014.97,1933651600
2006-03-08,1012.58,1014.97,999.93,1009.27,1746305500
2006-03-09,1006.97,1010.91,1002.2,1004.34,1273509900
2006-03-10,1004.75,1011.76,1004.69,1008.9,1188798300
2006-03-13,1008.8,1020.88,1008.51,1019.86,1176591100
2006-03-14,1020.47,1021.65,1012.11,1018.27,1134803000
2006-03-15,1018.15,1028.96,1017.08,1028.96,1484206800
2006-03-16,1028.96,1029.81,1025.52,1027.62,1478433900
2006-03-17,1027.64,1029.56,1021.08,1024.02,1500192400
2006-03-20,1024.5,1037.91,1019.65,1037.66,1538991200
2006-03-21,1037.95,1047.05,1036.23,1040.76,1907766200
2006-03-22,1041.14,1047.94,1036.71,1047.67,1864057500
2006-03-23,1047.35,1049.33,1042.83,1048.54,2046788500
2006-03-24,1049.12,1051.76,1041.23,1042.6,2009823700
2006-03-27,1042.63,1050.71,1037.08,1050.71,1713407000
2006-03-28,1050.07,1056.52,1048.64,1055.98,2227399900
2006-03-29,1058.74,1074.04,1057.68,1065.29,3052634500
2006-03-30,1065.84,1067.99,1055.14,1055.63,2201249400
2006-03-31,1053.85,1061.47,1050.22,1061.09,2227619000
2006-04-03,1061.96,1079.37,1061.96,1079.32,2772976100
2006-04-04,1080.86,1089.37,1076.2,1089.37,3114875700
2006-04-05,1091.17,1100.56,1089.55,1099.97,3293691400
2006-04-06,1102.54,1109.68,1097.32,1103.24,3616704900
2006-04-07,1102.94,1105.1,1091.89,1103.15,3257086000
2006-04-10,1104.32,1118.08,1100.69,1117.91,3206752000
2006-04-11,1120.16,1126.09,1112.01,1123.31,3560752000
2006-04-12,1123.78,1123.78,1116.15,1117.07,3033384500
2006-04-13,1116.84,1122.39,1093.51,1093.92,3382414600
2006-04-14,1091.69,1118.66,1091.67,1118.61,3352796200
2006-04-17,1120.19,1129.15,1114.53,1124.41,3570454800
2006-04-18,1127.51,1135.45,1119.27,1131.28,3231722300
2006-04-19,1135.61,1140.41,1125.2,1138.24,3432289800
2006-04-20,1139.64,1142.54,1127.09,1134.38,3788565100
2006-04-21,1133.2,1152.89,1127.65,1149.16,4077291000
2006-04-24,1156.91,1160.58,1135.75,1142.7,4593621900
2006-04-25,1139.49,1149.54,1123.1,1141.93,3861112500
2006-04-26,1142.9,1162.02,1142.07,1155.73,4182430100
2006-04-27,1157.38,1159.9,1145.26,1155.27,3198045100
2006-04-28,1143.59,1173.88,1133.19,1172.35,4080185800
2006-05-08,1179.58,1218.86,1179.58,1218.44,4491282100
2006-05-09,1226.32,1252.76,1222.68,1251.61,5599386100
2006-05-10,1257.98,1273.68,1243.47,1265.93,5566704300
2006-05-11,1267.22,1294.87,1254.35,1255.04,6113372500
2006-05-12,1255.23,1296.38,1252.68,1296.26,5492033100
2006-05-15,1312.14,1352.41,1301.8,1352.15,7353400500
2006-05-16,1368.13,1387.4,1322.14,1331.13,7965817000
2006-05-17,1331.69,1356.13,1306.87,1335.52,6182328700
2006-05-18,1322.65,1340.52,1301.11,1331.2,5205636300
2006-05-19,1334.07,1371.22,1329.32,1366.1,6712386900
2006-05-22,1366.32,1387.57,1360.35,1373.67,6626217200
2006-05-23,1365.1,1365.1,1316.55,1317.65,5687238800
2006-05-24,1325.68,1351.31,1277.33,1308.24,5117663200
2006-05-25,1304.69,1316.47,1285.73,1307.7,3404643600
2006-05-26,1312.24,1331.45,1309.46,1331.02,3638566500
2006-05-29,1339.9,1366.84,1330.63,1366.29,4448001100
2006-05-30,1375.3,1384.68,1360.55,1378.76,4476102700
2006-05-31,1377.45,1386.94,1355.01,1365.45,4733588300
2006-06-01,1364.18,1403.27,1362.94,1402.88,5349345300
2006-06-02,1406.62,1411.78,1382.0,1390.12,6410916200
2006-06-05,1391.46,1403.3,1362.72,1403.16,5510181900
2006-06-06,1400.27,1413.11,1391.89,1399.14,4683527800
2006-06-07,1398.18,1398.18,1319.7,1320.23,5204764700
2006-06-08,1309.07,1331.88,1286.9,1325.98,4567750900
2006-06-09,1320.81,1329.84,1293.05,1294.18,3739262300
2006-06-12,1283.83,1308.12,1275.4,1297.67,2503333100
2006-06-13,1296.41,1312.13,1284.62,1298.28,2782303100
2006-06-14,1291.69,1291.69,1269.52,1283.88,2880166100
2006-06-15,1283.72,1300.11,1280.5,1285.38,2324130200
2006-06-16,1290.0,1318.02,1290.0,1318.01,2840803200
2006-06-19,1306.26,1341.99,1294.9,1334.89,3072625800
2006-06-20,1333.62,1341.24,1323.78,1338.22,2779705800
2006-06-21,1336.84,1347.0,1320.41,1333.53,3244547900
2006-06-22,1331.93,1341.73,1326.15,1331.55,2595315700
2006-06-23,1329.11,1340.27,1319.51,1339.45,2565164400
2006-06-26,1341.61,1363.57,1341.61,1363.41,2959592000
2006-06-27,1365.04,1368.41,1354.09,1363.9,2645473400
2006-06-28,1361.79,1366.34,1353.63,1362.88,2579165700
2006-06-29,1365.25,1395.24,1365.25,1395.12,4243920100
2006-06-30,1402.6,1408.79,1384.99,1393.96,3839674500
2006-07-03,1398.74,1420.33,1393.92,1420.33,3829738500
2006-07-04,1423.08,1426.1,1401.15,1411.01,4274980300
2006-07-05,1409.9,1409.9,1377.22,1393.01,3344600500
2006-07-06,1391.64,1418.76,1390.19,1418.67,3248073400
2006-07-07,1423.72,1426.4,1405.99,1410.43,3355617600
2006-07-10,1410.5,1413.58,1397.44,1412.12,2760736900
2006-07-11,1414.14,1418.82,1406.5,1418.58,2853737900
2006-07-12,1419.07,1430.94,1416.74,1419.2,3629341700
2006-07-13,1415.88,1418.13,1344.15,1346.09,4897067300
2006-07-14,1333.74,1367.74,1327.59,1357.13,3265910500
2006-07-17,1354.14,1372.25,1348.43,1372.25,2420555200
2006-07-18,1370.9,1373.59,1359.91,1373.42,2272454400
2006-07-19,1370.29,1370.29,1330.28,1336.64,2522764700
2006-07-20,1335.41,1346.85,1329.18,1345.19,1845062100
2006-07-21,1344.6,1357.34,1344.57,1356.03,2039364800
2006-07-24,1340.28,1359.56,1327.9,1358.12,1996619000
2006-07-25,1359.32,1378.84,1359.32,1374.17,2202350900
2006-07-26,1377.78,1380.8,1367.05,1371.3,1963344200
2006-07-27,1370.75,1379.25,1347.29,1355.55,2381875500
2006-07-28,1354.92,1359.74,1327.66,1341.39,2155750500
2006-07-31,1338.04,1338.04,1293.53,1294.33,2218121100
2006-08-01,1292.71,1302.89,1278.54,1282.06,1744388700
2006-08-02,1281.89,1288.61,1258.01,1275.09,1781328400
2006-08-03,1277.63,1281.79,1261.69,1271.74,1294047300
2006-08-04,1272.36,1278.25,1239.38,1241.91,1605362800
2006-08-07,1233.49,1241.85,1221.99,1224.1,1511651900
2006-08-08,1225.04,1252.39,1225.04,1252.39,1425048100
2006-08-09,1254.37,1258.21,1245.39,1251.3,1285947400
2006-08-10,1251.16,1271.47,1251.08,1271.47,1769900600
2006-08-11,1273.27,1277.97,1265.52,1275.65,1530322700
2006-08-14,1275.14,1279.31,1241.95,1245.72,1644446900
2006-08-15,1243.16,1265.86,1239.9,1265.86,1431936000
2006-08-16,1266.82,1283.57,1262.54,1283.57,2080274300
2006-08-17,1280.28,1280.28,1263.93,1271.63,1545790400
2006-08-18,1270.22,1280.83,1265.82,1267.87,1396452400
2006-08-21,1235.43,1270.67,1229.16,1270.56,1506476600
2006-08-22,1270.1,1289.02,1269.1,1285.27,1720094200
2006-08-23,1284.82,1294.83,1282.84,1285.68,1909287500
2006-08-24,1284.84,1292.4,1274.56,1292.4,1508130600
2006-08-25,1293.5,1301.75,1292.45,1295.44,1855793700
2006-08-28,1298.46,1325.89,1298.36,1325.89,2618329000
2006-08-29,1328.61,1349.2,1327.0,1330.15,3176637600
2006-08-30,1328.37,1336.39,1319.82,1334.67,2113994900
2006-08-31,1335.59,1342.79,1331.29,1338.69,2318827400
2006-09-01,1339.31,1340.12,1314.57,1318.1,2503368800
2006-09-04,1315.71,1337.24,1315.61,1337.24,2109534000
2006-09-05,1339.59,1345.71,1334.72,1340.68,2686811000
2006-09-06,1341.4,1346.37,1331.85,1346.37,2315311200
2006-09-07,1348.17,1348.28,1323.98,1328.38,2188644900
2006-09-08,1327.56,1334.73,1326.25,1332.15,1723027300
2006-09-11,1331.89,1338.76,1319.21,1338.76,2094726600
2006-09-12,1338.82,1350.53,1337.3,1347.64,2730189100
2006-09-13,1348.85,1356.86,1337.46,1338.39,3282119100
2006-09-14,1338.35,1345.59,1323.8,1338.28,2221728400
2006-09-15,1338.41,1362.4,1338.14,1362.32,3605714800
2006-09-18,1367.64,1375.58,1362.14,1375.56,3145485100
2006-09-19,1377.72,1385.62,1371.43,1378.31,2664830100
2006-09-20,1376.12,1381.81,1365.72,1378.46,2344588000
2006-09-21,1378.46,1390.62,1378.46,1387.37,2609412100
2006-09-22,1389.87,1393.53,1373.94,1374.85,2826504200
2006-09-25,1372.81,1383.77,1361.61,1372.4,2458478000
2006-09-26,1370.86,1371.58,1351.18,1357.65,1970327800
2006-09-27,1357.28,1371.12,1355.39,1371.12,1758032300
2006-09-28,1372.13,1389.56,1369.4,1387.0,2168779200
2006-09-29,1389.08,1405.56,1389.04,1403.27,2716674200
2006-10-09,1420.36,1436.07,1418.21,1436.07,3919186200
2006-10-10,1437.69,1443.5,1426.97,1437.24,3840048600
2006-10-11,1436.68,1440.21,1421.81,1435.91,3161798700
2006-10-12,1436.2,1438.8,1423.63,1426.5,3795623700
2006-10-13,1424.3,1436.1,1420.96,1430.88,2829515600
2006-10-16,1432.31,1434.53,1415.49,1418.52,2849218600
2006-10-17,1416.95,1426.29,1410.67,1414.45,2422440300
2006-10-18,1413.91,1437.59,1413.55,1437.59,2429030800
2006-10-19,1438.84,1445.62,1433.94,1439.38,2382026700
2006-10-20,1440.67,1447.95,1436.65,1440.18,2656014300
2006-10-23,1439.54,1444.91,1403.01,1408.71,2895037700
2006-10-24,1408.58,1440.05,1408.58,1440.05,2618997200
2006-10-25,1443.11,1459.73,1434.81,1446.83,3220489500
2006-10-26,1447.09,1457.37,1435.28,1456.1,3846636200
2006-10-27,1455.98,1460.45,1433.36,1439.05,3737930400
2006-10-30,1436.66,1446.24,1428.33,1446.24,3532045200
2006-10-31,1447.06,1464.48,1447.06,1464.47,3695228300
2006-11-01,1465.67,1479.41,1461.32,1479.41,3892692500
2006-11-02,1480.55,1480.55,1464.6,1479.66,4237313600
2006-11-03,1481.58,1497.47,1480.77,1488.29,3937202700
2006-11-06,1477.44,1507.97,1472.0,1507.89,4203351000
2006-11-07,1512.65,1516.8,1491.33,1516.1,4303832800
2006-11-08,1512.36,1513.04,1497.01,1498.17,2872240500
2006-11-09,1491.8,1527.38,1489.2,1524.71,3403013300
2006-11-10,1525.23,1535.2,1493.2,1504.06,5392286700
2006-11-13,1498.06,1512.95,1465.63,1475.78,4165330100
2006-11-14,1475.44,1493.88,1453.26,1493.78,3630788500
2006-11-15,1494.11,1534.85,1490.87,1534.76,4058921600
2006-11-16,1540.26,1558.41,1531.29,1533.29,5776094800
2006-11-17,1528.01,1562.24,1521.55,1562.08,4444619100
2006-11-20,1567.34,1593.19,1567.34,1593.16,5341235900
2006-11-21,1591.47,1612.46,1568.95,1612.25,4860184200
2006-11-22,1610.05,1639.41,1600.38,1624.03,5706549500
2006-11-23,1623.71,1642.81,1618.04,1634.91,5136067900
2006-11-24,1629.89,1640.75,1611.55,1636.58,4971209600
2006-11-27,1632.66,1651.8,1627.92,1651.8,4726727000
2006-11-28,1649.68,1656.19,1629.83,1644.01,4476291600
2006-11-29,1617.69,1672.91,1604.82,1667.14,4557841100
2006-11-30,1671.66,1714.49,1671.66,1714.36,6021608800
2006-12-01,1719.28,1741.8,1715.79,1729.22,5841358100
2006-12-04,1731.9,1780.8,1731.9,1780.74,7143433300
2006-12-05,1785.44,1811.66,1777.43,1794.23,6720257600
2006-12-06,1794.26,1806.64,1717.72,1779.41,8127670000
2006-12-07,1774.18,1820.72,1770.57,1775.71,8048750200
2006-12-08,1752.77,1772.16,1710.0,1711.58,6625774600
