id,open,high,low,close,volume,interests,roi,day,rate,warrant
'122535', 96.01, 96.94, 96.0, 96.47, 3858.0, 7.246, 9.38, 348, 'AA', 'AA'
'122746', 97.56, 98.0, 97.5, 97.8, 1512.0, 3.9065, 9.27, 172, 'AA+', 'AA'
'124133', 93.68, 93.85, 93.68, 93.79, 95.0, 5.2668, 9.04, 267, 'AA', 'AA'
'124182', 92.48, 92.49, 92.48, 92.48, 33.0, 2.8671, 9.03, 161, 'AA+', 'AA'
'122745', 98.79, 98.79, 97.9, 98.77, 13064.0, 3.8123, 9.0, 172, 'AA+', 'AA'
'122776', 99.6, 99.84, 99.4, 99.7, 24191.0, 5.8364, 8.82, 263, 'AA', 'AA'
'122683', 99.32, 99.45, 99.26, 99.38, 2771.0, 2.366, 8.74, 111, 'AA', 'AA'
'122765', 103.89, 104.07, 103.88, 104.0, 146.0, 5.9252, 8.73, 243, 'AA', 'AA'
'122729', 100.7, 100.7, 100.7, 100.7, 1.0, 3.5441, 8.57, 154, 'AA', 'AA'
'122764', 103.2, 103.98, 103.2, 103.98, 345.0, 5.8586, 8.24, 243, 'AA', 'AA'
'122662', 102.5, 102.5, 102.25, 102.35, 524.0, 3.3474, 8.13, 139, 'AA+', 'AA'
'124296', 93.98, 93.98, 93.7, 93.7, 10.0, 1.3584, 8.09, 74, 'AA', 'AA'
'122744', 105.25, 105.25, 105.25, 105.25, 146.0, 5.3724, 8.01, 234, 'AA', 'AA'
'124391', 95.71, 97.01, 95.71, 97.01, 4.0, 6.1438, 7.96, 299, 'AA', 'AA'
'122769', 101.74, 101.74, 100.48, 100.74, 76.0, 5.7411, 7.95, 254, 'AA', 'AA'
'122605', 104.5, 104.5, 104.5, 104.5, 10.0, 5.3014, 7.87, 225, 'AA+', 'AA'
'122927', 101.0, 101.4, 100.99, 101.01, 39257.0, 4.8307, 7.85, 232, 'AA+', 'AA+'
