id,open,high,low,close,volume,interests,roi,day,rate,warrant
'122535', 96.8, 97.22, 96.72, 96.8, 7146.0, 7.5375, 9.16, 362, 'AA', 'AA'
'124182', 0.0, 0.0, 0.0, 0.0, 0.0, 3.1164, 9.15, 175, 'AA+', 'AA'
'122746', 98.73, 98.73, 98.37, 98.72, 942.0, 4.2245, 9.01, 186, 'AA+', 'AA'
'124133', 94.52, 95.0, 94.51, 95.0, 1101.0, 5.543, 8.86, 281, 'AA', 'AA'
'122745', 99.23, 99.5, 99.23, 99.27, 288.0, 4.1226, 8.78, 186, 'AA+', 'AA'
'122683', 99.32, 99.38, 99.25, 99.35, 854.0, 2.6644, 8.75, 125, 'AA', 'AA'
'122765', 104.48, 104.6, 104.48, 104.6, 1396.0, 6.2666, 8.62, 257, 'AA', 'AA'
'122776', 101.25, 101.25, 100.45, 100.45, 757.0, 6.1471, 8.58, 277, 'AA', 'AA'
'122662', 103.2, 103.21, 103.15, 103.16, 93.0, 3.6846, 7.9, 153, 'AA+', 'AA'
'124112', 100.4, 100.5, 100.4, 100.5, 1568.0, 4.6365, 7.88, 229, 'AA', 'AA'
'124216', 98.72, 99.8, 98.7, 98.8, 1783.0, 5.0696, 7.85, 257, 'AA', 'AA'
'122643', 102.97, 102.97, 102.64, 102.75, 889.0, 2.2616, 7.78, 97, 'AA', 'AA'
'122927', 101.45, 102.38, 101.45, 101.5, 2024.0, 5.1222, 7.75, 246, 'AA+', 'AA+'
'124866', 102.8, 102.8, 102.8, 102.8, 1.0, 1.0652, 7.7, 48, 'AA', 'AA'
'124999', 108.79, 109.19, 108.79, 109.18, 112.0, 7.0329, 7.69, 302, 'AAA', 'AAA'
'122582', 98.75, 99.2, 98.75, 99.2, 2865.0, 7.3893, 7.64, 363, 'AA', 'AA'
'122781', 107.72, 107.78, 107.65, 107.65, 6211.0, 6.0986, 7.58, 265, 'AA+', 'AA'
'122928', 102.2, 102.2, 102.1, 102.2, 1048.0, 4.8581, 7.57, 248, 'AA+', 'AA'
'122524', 0.0, 0.0, 0.0, 0.0, 0.0, 5.7699, 7.48, 312, 'AA+', 'AA'
'122714', 103.82, 103.99, 103.81, 103.91, 950.0, 3.7115, 7.46, 159, 'AA', 'AA'
'122757', 104.41, 104.5, 104.4, 104.5, 1130.0, 5.2529, 7.42, 249, 'AA', 'AA'
'124380', 100.1, 100.25, 100.0, 100.25, 8757.0, 6.4932, 7.38, 316, 'AA', 'AA'
'122679', 0.0, 0.0, 0.0, 0.0, 0.0, 3.4862, 7.36, 149, 'AA+', 'AA'
'124056', 100.4, 100.43, 100.4, 100.43, 1274.0, 5.6, 7.23, 280, 'AA', 'AA'
'122695', 104.15, 104.45, 104.15, 104.45, 1115.0, 3.8877, 7.22, 165, 'AA', 'AA'
'122766', 0.0, 0.0, 0.0, 0.0, 0.0, 6.3035, 7.22, 283, 'AA', 'AA'
'124650', 0.0, 0.0, 0.0, 0.0, 0.0, 2.977, 7.18, 133, 'AA', 'AA'
'122222', 0.0, 0.0, 0.0, 0.0, 0.0, 3.1058, 7.15, 208, 'AA+', 'AA'
'112059', 0.0, 0.0, 0.0, 0.0, 0.0, 3.74, 7.15, 187, 'AA', 'AA'
'124355', 0.0, 0.0, 0.0, 0.0, 0.0, 6.8329, 7.14, 344, 'AA', 'AA'
'122700', 0.0, 0.0, 0.0, 0.0, 0.0, 3.8021, 7.12, 166, 'AA+', 'AA'
'111050', 96.5, 96.5, 96.5, 96.5, 490.0, 3.2444, 7.12, 191, 'AA+', 'AA'
'111051', 106.419, 106.45, 106.22, 106.445, 64346.0, 4.6068, 7.1, 190, 'AA', 'AA'
'122890', 95.45, 95.45, 95.35, 95.42, 13616.0, 0.0671, 7.08, 4, 'AA+', 'AA'
