id,open,high,low,close,volume,interests,roi,day,rate,warrant
'122535', 96.31, 96.4, 96.31, 96.33, 1739.0, 7.3918, 9.44, 355, 'AA', 'AA'
'124182', 93.3, 93.3, 92.4, 92.42, 568.0, 2.9918, 9.07, 168, 'AA+', 'AA'
'122746', 98.42, 98.68, 98.42, 98.67, 1920.0, 4.0655, 9.03, 179, 'AA+', 'AA'
'122745', 99.0, 99.1, 99.0, 99.1, 4124.0, 3.9674, 8.89, 179, 'AA+', 'AA'
'124133', 94.58, 94.6, 94.4, 94.56, 273.0, 5.4049, 8.85, 274, 'AA', 'AA'
'122683', 99.4, 99.46, 99.39, 99.39, 709.0, 2.5152, 8.74, 118, 'AA', 'AA'
'122765', 104.42, 104.42, 104.42, 104.42, 5.0, 6.0959, 8.66, 250, 'AA', 'AA'
'122776', 100.61, 100.61, 100.61, 100.61, 1.0, 5.9918, 8.56, 270, 'AA', 'AA'
'122729', 100.9, 101.05, 100.78, 101.0, 1130.0, 3.7052, 8.49, 161, 'AA', 'AA'
'124296', 93.9, 94.0, 93.9, 94.0, 302.0, 1.4868, 8.02, 81, 'AA', 'AA'
'122662', 102.63, 102.99, 102.63, 102.99, 188.0, 3.516, 7.96, 146, 'AA+', 'AA'
'122744', 105.59, 105.59, 105.59, 105.59, 20.0, 5.5331, 7.95, 241, 'AA', 'AA'
'124216', 99.5, 99.5, 98.3, 98.4, 4554.0, 4.9315, 7.89, 250, 'AA', 'AA'
'124391', 96.22, 97.48, 96.22, 97.48, 4.0, 6.2877, 7.89, 306, 'AA', 'AA'
'124112', 100.5, 100.51, 100.5, 100.5, 190.0, 4.4947, 7.87, 222, 'AA', 'AA'
'122927', 101.22, 101.3, 101.22, 101.3, 68.0, 4.9764, 7.78, 239, 'AA+', 'AA+'
'122769', 101.98, 101.98, 101.21, 101.31, 310.0, 5.8993, 7.75, 261, 'AA', 'AA'
'122643', 102.75, 103.0, 102.75, 103.0, 41.0, 2.0984, 7.71, 90, 'AA', 'AA'
'124866', 101.93, 101.95, 101.93, 101.95, 156.0, 0.9099, 7.71, 41, 'AA', 'AA'
'124999', 109.5, 109.5, 109.13, 109.18, 164.0, 6.8699, 7.7, 295, 'AAA', 'AAA'
'122655', 101.8, 102.9, 101.8, 102.9, 10.0, 2.5611, 7.67, 114, 'AA', 'AA'
'122727', 102.08, 102.08, 102.08, 102.08, 87.0, 3.9814, 7.67, 173, 'AA', 'AA'
'122928', 101.31, 101.68, 101.31, 101.64, 251.0, 4.721, 7.67, 241, 'AA+', 'AA'
'122708', 102.0, 102.95, 102.0, 102.5, 7031.0, 3.523, 7.66, 154, 'AA', 'AA'
'122582', 99.0, 99.2, 99.0, 99.2, 409.0, 7.2468, 7.62, 356, 'AA', 'AA'
'122781', 107.84, 107.84, 107.35, 107.83, 3237.0, 5.9375, 7.57, 258, 'AA+', 'AA'
'124287', 95.29, 95.3, 93.28, 93.28, 55.0, 1.4874, 7.57, 89, 'AA', 'AA'
'124655', 101.41, 102.3, 101.41, 102.3, 10040.0, 2.7582, 7.52, 126, 'AA', 'AA'
'122766', 104.88, 104.88, 104.88, 104.88, 70.0, 6.1476, 7.48, 276, 'AA', 'AA'
'122841', 98.2, 98.4, 98.2, 98.4, 12.0, 4.3033, 7.48, 226, 'AA', 'AA'
'124650', 103.5, 103.5, 103.5, 103.5, 993.0, 2.8203, 7.47, 126, 'AA', 'AA'
'122757', 104.0, 104.59, 104.0, 104.4, 1557.0, 5.1052, 7.45, 242, 'AA', 'AA'
'124206', 97.5, 97.7, 97.5, 97.6, 227.0, 3.2842, 7.38, 175, 'AA', 'AA'
'124380', 100.5, 100.5, 100.5, 100.5, 440.0, 6.3493, 7.38, 309, 'AA', 'AA'
'122938', 101.5, 101.5, 101.5, 101.5, 160.0, 5.7918, 7.37, 302, 'AA+', 'AA'
'124437', 102.5, 102.5, 102.5, 102.5, 3000.0, 5.7789, 7.37, 267, 'AA', 'AA'
'124715', 103.8, 103.8, 103.8, 103.8, 1.0, 2.5964, 7.34, 117, 'AA', 'AA'
'124729', 102.5, 104.9, 102.5, 104.9, 2.0, 2.5696, 7.33, 113, 'AA', 'AA'
'124479', 106.5, 106.6, 106.5, 106.55, 2.0, 5.1663, 7.31, 218, 'AA+', 'AA'
'122679', 106.1, 106.98, 105.78, 106.94, 711.0, 3.3224, 7.3, 142, 'AA+', 'AA'
'124056', 99.97, 100.0, 99.97, 100.0, 1820.0, 5.46, 7.29, 273, 'AA', 'AA'
'124468', 106.0, 106.0, 106.0, 106.0, 263.0, 5.426, 7.27, 233, 'AA+', 'AA'
'111050', 96.5, 96.5, 93.19, 96.0, 850.0, 3.1255, 7.25, 184, 'AA+', 'AA'
'122715', 104.1, 104.1, 104.1, 104.1, 8.0, 3.523, 7.24, 154, 'AA+', 'AA'
'122775', 104.35, 104.35, 104.35, 104.35, 998.0, 5.4975, 7.24, 254, 'AA', 'AA'
'122794', 104.0, 104.0, 104.0, 104.0, 65.0, 6.5741, 7.24, 286, 'AA', 'AA'
'122893', 102.59, 102.59, 102.11, 102.11, 40.0, 7.6751, 7.24, 348, 'AA', 'AA'
'122726', 103.88, 103.88, 103.88, 103.88, 549.0, 4.2296, 7.23, 186, 'AA+', 'AA'
'124043', 99.0, 99.0, 99.0, 99.0, 1.0, 4.4877, 7.23, 260, 'AA', 'AA'
'120512', 90.42, 90.42, 90.42, 90.42, 1.0, 0.3406, 7.22, 24, 'AAA', 'AAA'
'122890', 94.7, 94.79, 94.6, 94.78, 39001.0, 6.0697, 7.22, 362, 'AA+', 'AA'
'124161', 99.0, 99.5, 99.0, 99.3, 650.0, 3.8321, 7.22, 197, 'AA+', 'AA'
'124047', 109.56, 109.56, 99.0, 99.0, 12.0, 5.1898, 7.21, 271, 'AA', 'AA'
'122222', 98.18, 98.18, 98.1, 98.1, 943.0, 3.0012, 7.17, 201, 'AA+', 'AA'
'122668', 103.0, 103.0, 103.0, 103.0, 51.0, 2.4713, 7.17, 119, 'AA', 'AA'
'124400', 101.5, 101.5, 101.5, 101.5, 150.0, 6.1767, 7.17, 301, 'AA', 'AA'
'111058', 102.0, 102.0, 102.0, 102.0, 400.0, 4.4366, 7.14, 232, 'AA+', 'AA'
'122725', 101.3, 103.0, 101.06, 102.0, 854.0, 3.1553, 7.13, 165, 'AA', 'AA'
'122700', 104.6, 104.6, 104.6, 104.6, 1.0, 3.6418, 7.12, 159, 'AA+', 'AA'
'122818', 105.98, 106.0, 105.75, 105.75, 4720.0, 3.7273, 7.12, 169, 'AA+', 'AA'
'124487', 114.55, 114.55, 107.2, 107.2, 11.0, 5.054, 7.12, 215, 'AA+', 'AA'
'111051', 106.261, 106.477, 106.261, 106.439, 16700.0, 4.4371, 7.1, 183, 'AA', 'AA'
'124183', 98.6, 99.3, 98.6, 99.3, 1658.0, 3.4182, 7.07, 179, 'AA', 'AA'
'124524', 103.58, 104.4, 103.58, 103.8, 4027.0, 3.8466, 7.04, 180, 'AA+', 'AA'
'122767', 106.5, 106.5, 106.5, 106.5, 20000.0, 5.5423, 7.03, 247, 'AA', 'AA'
'112059', 102.48, 102.48, 102.48, 102.48, 19860.0, 3.6, 7.02, 180, 'AA', 'AA'
'122523', 100.6, 100.6, 100.6, 100.6, 1500.0, 5.4315, 7.01, 305, 'AA+', 'AA'
'122901', 105.0, 105.4, 104.51, 105.4, 43.0, 1.5071, 6.98, 72, 'AA+', 'AA'
'122940', 105.5, 107.1, 105.5, 106.6, 739.0, 6.7463, 6.98, 324, 'AA+', 'AA'
'122661', 105.0, 105.0, 102.89, 103.09, 126.0, 3.3096, 6.97, 151, 'AA', 'AA'
'124629', 104.72, 104.75, 104.72, 104.75, 93.0, 2.9003, 6.97, 134, 'AA+', 'AA'
'124026', 101.2, 101.2, 101.2, 101.2, 39.0, 5.3034, 6.95, 267, 'AA+', 'AA'
'122555', 101.0, 101.0, 101.0, 101.0, 2.0, 6.7369, 6.94, 342, 'AA', 'AA'
'124071', 103.51, 103.51, 103.4, 103.4, 1664.0, 5.1575, 6.94, 251, 'AA+', 'AA'
'124377', 100.2, 101.68, 100.2, 101.68, 4474.0, 6.16, 6.94, 308, 'AA+', 'AA'
'124612', 104.5, 104.5, 104.5, 104.5, 1.0, 2.9918, 6.91, 140, 'AA+', 'AA'
'122752', 105.49, 105.55, 105.49, 105.55, 1355.0, 6.0779, 6.9, 278, 'AA+', 'AA'
'124116', 100.82, 100.94, 100.82, 100.94, 749.0, 4.6492, 6.9, 238, 'AA', 'AA'
'124644', 103.3, 103.3, 103.3, 103.3, 2980.0, 2.6477, 6.9, 128, 'AA', 'AA'
'124608', 104.2, 104.2, 104.2, 104.2, 300.0, 3.2066, 6.87, 152, 'AA+', 'AA'
'124389', 102.6, 102.6, 102.6, 102.6, 3197.0, 6.143, 6.86, 303, 'AA', 'AA'
'122649', 105.8, 105.8, 105.7, 105.8, 712.0, 3.1112, 6.82, 136, 'AA+', 'AA'
'122868', 98.5, 98.5, 98.5, 98.5, 3700.0, 3.8123, 6.82, 242, 'AA+', 'AA+'
'122834', 102.5, 102.68, 102.5, 102.68, 4601.0, 3.6436, 6.78, 186, 'AA', 'AA'
'122798', 101.5, 101.5, 101.5, 101.5, 300.0, 1.0911, 6.77, 59, 'AA', 'AA'
'124366', 102.0, 102.0, 101.39, 101.39, 114.0, 6.0542, 6.77, 313, 'AA+', 'AA'
'122684', 104.7, 104.7, 104.7, 104.7, 1400.0, 3.3013, 6.73, 151, 'AA', 'AA'
'122847', 101.48, 101.48, 101.48, 101.48, 14000.0, 3.2967, 6.73, 191, 'AA+', 'AA+'
'122730', 106.0, 106.0, 106.0, 106.0, 1.0, 3.8428, 6.72, 178, 'AA', 'AA'
'122672', 103.8, 103.8, 103.8, 103.8, 3500.0, 2.426, 6.71, 115, 'AA', 'AA'
'124446', 106.0, 106.0, 106.0, 106.0, 3000.0, 5.4592, 6.71, 246, 'AA+', 'AA'
'112064', 101.2, 101.2, 100.7, 101.0, 40.0, 3.1277, 6.71, 159, 'AA', 'AA'
'122931', 102.5, 102.5, 102.5, 102.5, 1037.0, 6.2747, 6.7, 287, 'AA+', 'AA'
'122718', 107.56, 108.09, 107.56, 108.09, 1610.0, 3.4521, 6.67, 150, 'AA+', 'AA'
'122549', 103.65, 103.7, 103.0, 103.7, 4101.0, 6.8053, 6.66, 329, 'AA+', 'AA'
'122707', 105.0, 105.0, 104.8, 104.98, 5939.0, 3.316, 6.66, 146, 'AA+', 'AA'
'122575', 101.55, 101.55, 101.55, 101.55, 234.0, 0.1167, 6.64, 6, 'AA', 'AA'
'124432', 103.2, 103.2, 103.2, 103.2, 500.0, 5.64, 6.64, 282, 'AA', 'AA'
'122828', 105.1, 105.1, 104.5, 105.0, 518.0, 3.6733, 6.63, 173, 'AA+', 'AA'
'124393', 101.4, 101.7, 101.4, 101.7, 5117.0, 5.8433, 6.62, 306, 'AA', 'AA'
'122563', 104.45, 104.45, 104.43, 104.45, 1261.0, 7.3644, 6.61, 350, 'AA+', 'AA'
'122632', 100.0, 102.3, 100.0, 102.3, 10.0, 1.3808, 6.61, 70, 'AA+', 'AA+'
'122809', 100.5, 101.0, 100.5, 101.0, 7577.0, 1.9394, 6.61, 102, 'AA', 'AA'
'124333', 100.0, 100.0, 100.0, 100.0, 20.0, 0.217, 6.6, 12, 'AA+', 'AA'
'122680', 103.11, 103.11, 103.11, 103.11, 2.0, 2.686, 6.59, 129, 'AA+', 'AA+'
'124342', 101.5, 101.5, 101.5, 101.5, 4600.0, 6.6164, 6.59, 350, 'AA+', 'AA'
'124426', 102.5, 102.5, 102.5, 102.5, 3000.0, 5.5633, 6.59, 286, 'AA+', 'AA'
'124783', 102.0, 102.0, 102.0, 102.0, 200.0, 1.5872, 6.59, 83, 'AA', 'AA'
'122564', 104.2, 104.3, 103.91, 104.3, 159.0, 6.9695, 6.57, 341, 'AA', 'AA'
'122581', 101.3, 101.5, 101.3, 101.5, 205.0, 1.1996, 6.57, 63, 'AA', 'AA'
'122918', 100.8, 100.8, 100.79, 100.8, 5231.0, 3.2261, 6.57, 164, 'AA+', 'AA'
'124392', 102.06, 102.06, 102.06, 102.06, 10000.0, 5.8877, 6.57, 307, 'AA', 'AA'
'122589', 102.37, 102.6, 102.01, 102.46, 10265.0, 7.15, 6.55, 365, 'AA+', 'AA'
'124758', 101.1, 102.17, 101.1, 102.16, 2126.0, 1.8496, 6.54, 97, 'AA+', 'AA'
'122930', 102.2, 102.9, 102.2, 102.4, 14.0, 5.2107, 6.52, 247, 'AA+', 'AA'
'122833', 100.81, 100.81, 100.81, 100.81, 1.0, 2.0581, 6.5, 120, 'AA', 'AA'
'122916', 102.68, 102.68, 102.4, 102.64, 259.0, 3.1003, 6.48, 164, 'AA+', 'AA'
'122953', 99.51, 99.51, 99.51, 99.51, 1.0, 1.8043, 6.48, 112, 'AA+', 'AA'
'122965', 102.0, 102.0, 101.5, 101.5, 1210.0, 2.3939, 6.48, 127, 'AA', 'AA'
'124135', 100.0, 100.78, 100.0, 100.78, 15196.0, 3.6632, 6.48, 221, 'AA+', 'AA+'
'124435', 105.55, 105.55, 105.55, 105.55, 1232.0, 5.5803, 6.48, 268, 'AA+', 'AA+'
'124422', 103.08, 103.08, 103.08, 103.08, 10000.0, 5.6456, 6.45, 287, 'AA', 'AA'
'111062', 93.455, 93.8, 93.455, 93.8, 150.0, 4.9387, 6.45, 348, 'AA+', 'AA+'
'122911', 100.33, 100.34, 100.33, 100.34, 3525.0, 1.6437, 6.43, 106, 'AA+', 'AA+'
'122566', 103.0, 103.65, 102.91, 103.64, 5816.0, 7.0496, 6.42, 344, 'AA+', 'AA'
'122902', 99.8, 102.0, 99.4, 99.4, 57.0, 1.5916, 6.4, 94, 'AA+', 'AA'
'124106', 102.8, 102.8, 102.8, 102.8, 1.0, 4.6163, 6.4, 239, 'AA', 'AA+'
'122709', 105.0, 105.0, 105.0, 105.0, 2000.0, 3.1011, 6.39, 147, 'AA+', 'AA+'
'122836', 102.5, 103.1, 102.5, 103.1, 183.0, 3.4965, 6.39, 172, 'AA', 'AA'
'111063', 104.5, 104.5, 104.49, 104.49, 1200.0, 3.414, 6.39, 170, 'AA', 'AA'
'122610', 100.53, 100.53, 100.53, 100.53, 2000.0, 0.926, 6.36, 52, 'AA', 'AA'
'122819', 101.3, 101.59, 101.0, 101.0, 24.0, 1.9778, 6.35, 117, 'AA+', 'AA+'
'122840', 103.4, 103.42, 103.4, 103.42, 395.0, 3.5457, 6.32, 179, 'AA+', 'AA'
'122964', 102.2, 102.2, 102.1, 102.15, 5536.0, 2.2573, 6.32, 107, 'AA+', 'AA+'
'122607', 104.21, 104.21, 104.16, 104.16, 3203.0, 2.356, 6.28, 117, 'AAA', 'AAA'
'122670', 103.8, 103.8, 103.8, 103.8, 1000.0, 2.1313, 6.28, 104, 'AA+', 'AA+'
'122921', 103.5, 103.5, 103.34, 103.5, 75.0, 4.1044, 6.28, 211, 'AA+', 'AA'
'112065', 97.001, 97.467, 97.001, 97.467, 20.0, 2.2652, 6.28, 159, 'AA+', 'AA+'
'122614', 101.7, 101.9, 101.7, 101.9, 60.0, 1.1651, 6.27, 63, 'AA', 'AA'
'122842', 101.55, 102.03, 101.55, 102.01, 2667.0, 4.3033, 6.25, 226, 'AA', 'AA'
'124148', 100.5, 100.5, 100.5, 100.5, 1500.0, 3.577, 6.25, 204, 'AA+', 'AA'
'124134', 101.0, 101.0, 101.0, 101.0, 1.0, 3.9235, 6.24, 221, 'AA+', 'AA+'
'122823', 101.5, 101.5, 101.5, 101.5, 1686.0, 2.0723, 6.23, 122, 'AA+', 'AA+'
'124159', 101.0, 101.2, 101.0, 101.2, 7108.0, 3.7041, 6.22, 208, 'AA+', 'AA'
'122778', 107.0, 107.0, 107.0, 107.0, 1.0, 5.92, 6.21, 296, 'AAA', 'AAA'
'124292', 98.0, 98.02, 98.0, 98.02, 1100.0, 1.3189, 6.21, 83, 'AA+', 'AA'
'122567', 103.98, 103.98, 102.98, 103.98, 2000.0, 6.8366, 6.2, 349, 'AA', 'AA'
'122788', 102.58, 102.58, 102.58, 102.58, 285.0, 1.2831, 6.2, 67, 'AA+', 'AA'
'122932', 103.0, 103.39, 103.0, 103.39, 182.0, 5.1397, 6.2, 268, 'AA+', 'AA'
'124041', 101.5, 101.5, 101.5, 101.5, 1001.0, 4.6478, 6.2, 259, 'AA+', 'AA'
'122991', 100.4, 100.4, 100.4, 100.4, 571.0, 5.073, 6.18, 238, 'AA+', 'AA+'
'122802', 102.3, 102.3, 102.3, 102.3, 2500.0, 1.2818, 6.17, 68, 'AA+', 'AA'
'122627', 99.1, 99.1, 99.1, 99.1, 9432.0, 0.7499, 6.16, 46, 'AA', 'AA'
'122831', 103.22, 104.09, 103.22, 104.09, 128.0, 3.2628, 6.15, 159, 'AA+', 'AA'
'122925', 104.0, 104.1, 104.0, 104.1, 31000.0, 5.32, 6.15, 266, 'AA+', 'AA'
'122763', 106.87, 107.6, 106.86, 106.87, 103.0, 5.4196, 6.14, 233, 'AA+', 'AA'
'122922', 101.6, 101.6, 101.6, 101.6, 18000.0, 3.4481, 6.14, 207, 'AA+', 'AA'
'120506', 96.0, 96.0, 96.0, 96.0, 2.0, 1.6346, 6.12, 113, 'AAA', 'AAA'
'122515', 102.0, 102.0, 101.8, 101.8, 4500.0, 5.4015, 6.12, 301, 'AA+', 'AA+'
'122710', 102.6, 102.65, 102.6, 102.65, 4837.0, 2.8111, 6.12, 147, 'AA+', 'AA+'
'122892', 100.0, 100.28, 100.0, 100.28, 1644.0, 5.9768, 6.12, 353, 'AA', 'AA'
'122825', 104.24, 104.24, 104.24, 104.24, 500.0, 3.074, 6.11, 150, 'AA+', 'AA'
'122969', 99.0, 99.0, 99.0, 99.0, 30.0, 2.0355, 6.09, 127, 'AAA', 'AAA'
'124074', 101.46, 101.46, 101.46, 101.46, 10000.0, 4.686, 6.09, 266, 'AA+', 'AA+'
'124504', 104.6, 104.6, 104.6, 104.6, 1.0, 3.9745, 6.09, 178, 'AA', 'AA'
'122592', 101.4, 101.4, 101.4, 101.4, 2000.0, 2.0239, 6.03, 114, 'AA', 'AA'
'111052', 103.996, 103.996, 103.996, 103.996, 10.0, 3.123, 6.03, 161, 'AA', 'AA'
'122846', 102.7, 102.7, 102.6, 102.6, 2100.0, 3.1043, 6.01, 179, 'AAA', 'AAA'
'124034', 101.6, 101.6, 101.6, 101.6, 2500.0, 4.5375, 6.0, 260, 'AA+', 'AA+'
'122620', 101.44, 101.44, 101.44, 101.44, 11001.0, 0.7307, 5.99, 42, 'AA+', 'AA+'
'122503', 102.0, 102.3, 102.0, 102.3, 33.0, 5.8589, 5.96, 329, 'AA+', 'AA+'
'122784', 102.39, 102.39, 102.39, 102.39, 7700.0, 5.2712, 5.94, 296, 'AA+', 'AA+'
'122560', 103.98, 103.98, 103.98, 103.98, 2.0, 6.7926, 5.88, 363, 'AA+', 'AA+'
'122984', 102.95, 103.1, 102.95, 103.1, 692.0, 3.7948, 5.87, 171, 'AA+', 'AA'
'124367', 101.1, 101.1, 101.1, 101.1, 3.0, 5.231, 5.87, 313, 'AAA', 'AAA'
'122961', 99.4, 99.4, 99.39, 99.4, 41849.0, 1.3634, 5.86, 87, 'AA+', 'AA+'
'122923', 100.28, 100.28, 100.25, 100.26, 6000.0, 2.8809, 5.85, 203, 'AA+', 'AA+'
'122915', 100.0, 100.1, 99.15, 100.01, 10057.0, 1.7018, 5.84, 106, 'AA+', 'AA'
'122958', 100.91, 101.2, 100.9, 101.2, 142.0, 1.874, 5.78, 90, 'AA+', 'AA'
'122942', 102.11, 102.11, 102.11, 102.11, 86.0, 6.4085, 5.77, 339, 'AA+', 'AA+'
'120601', 86.3, 87.39, 86.3, 87.32, 356.0, 2.1288, 5.73, 185, 'AAA', 'AAA'
'120605', 86.92, 86.92, 86.71, 86.71, 30.0, 1.1484, 5.73, 101, 'AAA', 'AAA'
'124075', 103.0, 103.5, 100.6, 103.5, 4691.0, 4.5021, 5.73, 246, 'AA+', 'AA'
'124221', 100.65, 100.65, 100.65, 100.65, 10.0, 2.4408, 5.72, 151, 'AA+', 'AA+'
'122832', 103.8, 104.6, 103.8, 104.6, 4091.0, 3.3685, 5.69, 171, 'AA+', 'AA+'
'120204', 98.96, 98.96, 96.51, 96.51, 4.0, 3.1014, 5.68, 251, 'AAA', 'AAA'
'122888', 99.8, 99.99, 99.8, 99.99, 2186.0, 5.0731, 5.67, 326, 'AA+', 'AA'
'120201', 94.21, 94.6, 92.52, 94.41, 185.0, 4.3557, 5.64, 334, 'AAA', 'AAA'
'111041', 102.51, 102.645, 102.51, 102.6, 84634.0, 8.3271, 5.59, 364, 'AA+', 'AA'
'122886', 99.25, 99.25, 99.25, 99.25, 30000.0, 5.1925, 5.52, 361, 'AAA', 'AAA'
'122995', 104.0, 104.0, 104.0, 104.0, 4848.0, 6.495, 5.5, 357, 'AAA', 'AA+'
'124335', 99.2, 100.19, 99.2, 100.08, 94.0, 0.1959, 5.48, 13, 'AAA', 'AAA'
'122972', 101.7, 102.25, 101.25, 102.05, 8000.0, 2.5148, 5.47, 134, 'AA+', 'AA+'
'122996', 100.9, 100.91, 100.8, 100.85, 3005.0, 5.6959, 5.45, 330, 'AA+', 'AA+'
'120303', 92.85, 93.2, 92.85, 93.2, 113.0, 0.253, 5.44, 19, 'AAA', 'AAA'
'122905', 101.95, 101.95, 101.95, 101.95, 513.0, 1.881, 5.31, 112, 'AA+', 'AA+'
'122909', 99.62, 99.62, 99.62, 99.62, 21235.0, 1.2804, 5.29, 92, 'AA+', 'AA+'
'120490', 101.11, 101.49, 101.03, 101.48, 170.0, 5.1704, 5.25, 337, 'AAA', 'AAA'
'122579', 99.8, 100.2, 99.8, 100.2, 15799.0, 0.8581, 5.09, 58, 'AA', 'AA'
'120604', 98.26, 98.26, 98.26, 98.26, 3.0, 0.921, 5.08, 83, 'AAA', 'AAA'
'120102', 100.02, 100.39, 100.02, 100.39, 350.0, 4.0681, 5.0, 285, 'AAA', 'AAA'
'111019', 98.0, 98.8, 98.0, 98.72, 10.0, 3.4767, 4.93, 282, 'AAA', 'AAA'
'111024', 100.0, 100.0, 100.0, 100.0, 10.0, 4.8082, 4.9, 325, 'AAA', 'AAA'
'122943', 99.9, 99.99, 99.9, 99.99, 6.0, 4.9863, 4.55, 350, 'AAA', 'AA+'
