'122746', 9.58, 161, 96.68, 3475.0, 'AA+', 'AA'
'122535', 9.55, 337, 95.87, 2397.0, 'AA', 'AA'
'122745', 9.4, 161, 97.6, 4676.0, 'AA+', 'AA'
'124133', 9.13, 256, 93.38, 244.0, 'AA', 'AA'
'122776', 9.02, 252, 98.99, 1251.0, 'AA', 'AA'
'122765', 8.74, 232, 103.95, 66.0, 'AA', 'AA'
'122683', 8.73, 100, 99.4, 1168.0, 'AA', 'AA'
'122729', 8.67, 143, 100.31, 665.0, 'AA', 'AA'
'122662', 8.14, 128, 102.32, 238.0, 'AA+', 'AA'
'122744', 8.09, 223, 104.78, 0.0, 'AA', 'AA'
'124600', 7.96, 136, 100.8, 0.0, 'AA', 'AA'
'124112', 7.94, 204, 100.21, 0.0, 'AA', 'AA'
'122643', 7.82, 72, 102.62, 314.0, 'AA', 'AA'
'122927', 7.82, 221, 101.15, 76.0, 'AA+', 'AA+'
'124655', 7.78, 108, 101.0, 0.0, 'AA', 'AA'
'124746', 7.76, 78, 102.0, 0.0, 'AA', 'AA'
'124999', 7.74, 277, 109.0, 0.0, 'AAA', 'AAA'
'122928', 7.73, 223, 101.35, 367.0, 'AA+', 'AA'
'122651', 7.72, 99, 101.7, 11.0, 'AA', 'AA'
'122779', 7.72, 265, 106.8, 0.0, 'AA', 'AA'
'124216', 7.72, 232, 99.09, 2175.0, 'AA', 'AA'
'122727', 7.71, 155, 102.0, 0.0, 'AA', 'AA'
'122781', 7.69, 240, 107.19, 438.0, 'AA+', 'AA'
'122699', 7.66, 139, 103.0, 8.0, 'AA', 'AA'
'124594', 7.66, 131, 100.5, 11.0, 'AA', 'AA'
'122582', 7.62, 338, 99.19, 1118.0, 'AA', 'AA'
'122758', 7.62, 230, 102.9, 0.0, 'AA+', 'AA'
'124380', 7.6, 291, 99.47, 0.0, 'AA', 'AA'
'124633', 7.56, 113, 100.0, 500.0, 'AA', 'AA'
'122757', 7.52, 224, 104.1, 4872.0, 'AA', 'AA'
'122679', 7.51, 124, 105.72, 12363.0, 'AA+', 'AA'
'122504', 7.5, 312, 101.0, 150.0, 'AA', 'AA'
'122714', 7.48, 134, 103.85, 6.0, 'AA', 'AA'
'122700', 7.44, 141, 103.39, 2.0, 'AA+', 'AA'
'124525', 7.41, 158, 101.8, 0.0, 'AA', 'AA'
'111050', 7.41, 166, 95.41, 10.0, 'AA+', 'AA'
'122871', 7.39, 288, 99.89, 54.0, 'AA', 'AA'
'122890', 7.39, 344, 93.94, 3041.0, 'AA+', 'AA'
'124183', 7.38, 161, 97.4, 1002.0, 'AA', 'AA'
'122775', 7.36, 236, 104.0, 20930.0, 'AA', 'AA'
'124352', 7.3, 319, 98.99, 0.0, 'AA', 'AA'
'122222', 7.28, 183, 97.7, 1215.0, 'AA+', 'AA'
'124043', 7.28, 242, 98.78, 0.0, 'AA', 'AA'
'122810', 7.27, 97, 99.0, 0.0, 'AA', 'AA'
'122818', 7.27, 151, 105.2, 3349.0, 'AA+', 'AA'
'122817', 7.25, 99, 101.3, 19393.0, 'AA', 'AA'
'122681', 7.23, 114, 103.2, 10.0, 'AA', 'AA'
'111051', 7.23, 165, 106.0, 45100.0, 'AA', 'AA'
'122523', 7.19, 287, 99.9, 25001.0, 'AA+', 'AA'
'124524', 7.19, 162, 102.99, 1793.0, 'AA+', 'AA'
'111057', 7.18, 313, 101.0, 10.0, 'AA+', 'AA'
'122530', 7.17, 288, 100.49, 0.0, 'AA', 'AA'
'124355', 7.14, 319, 100.5, 0.0, 'AA', 'AA'
'111058', 7.14, 214, 102.0, 0.0, 'AA+', 'AA'
'122918', 7.13, 146, 100.0, 51.0, 'AA+', 'AA'
'124629', 7.13, 116, 103.93, 667.0, 'AA+', 'AA'
'124026', 7.12, 249, 100.5, 660.0, 'AA+', 'AA'
'124431', 7.12, 256, 102.29, 0.0, 'AA', 'AA'
'124713', 7.12, 101, 102.5, 1.0, 'AA+', 'AA+'
'122677', 7.09, 96, 100.7, 0.0, 'AA', 'AA'
'122780', 7.09, 253, 103.1, 0.0, 'AA+', 'AA'
'122798', 7.08, 41, 100.45, 3212.0, 'AA', 'AA'
'122940', 7.08, 306, 106.17, 8000.0, 'AA+', 'AA'
'124071', 7.08, 233, 102.5, 110.0, 'AA+', 'AA'
'122893', 7.07, 330, 102.6, 10.0, 'AA', 'AA'
'122931', 7.07, 269, 101.77, 0.0, 'AA+', 'AA'
'124612', 7.04, 122, 103.88, 411.0, 'AA+', 'AA'
'122642', 7.03, 69, 101.0, 0.0, 'AA', 'AA'
'122875', 7.02, 236, 101.38, 26.0, 'AA', 'AA'
'122661', 7.01, 133, 103.0, 15.0, 'AA', 'AA'
'124608', 7.01, 134, 103.5, 50.0, 'AA+', 'AA'
'122857', 6.99, 229, 99.8, 0.0, 'AA', 'AA'
'122682', 6.98, 106, 104.5, 1000.0, 'AA', 'AA'
'124366', 6.98, 295, 100.33, 2575.0, 'AA+', 'AA'
'111060', 6.98, 146, 102.0, 3360.0, 'AA+', 'AA'
'122649', 6.96, 118, 105.3, 953.0, 'AA+', 'AA'
'122703', 6.95, 150, 104.89, 0.0, 'AA+', 'AA+'
'122920', 6.93, 174, 102.0, 2.0, 'AA+', 'AA'
'122624', 6.86, 28, 98.5, 0.0, 'AA+', 'AA'
'122707', 6.83, 128, 104.5, 1173.0, 'AA+', 'AA'
'122834', 6.82, 168, 102.56, 0.0, 'AA', 'AA'
'122549', 6.81, 311, 103.06, 10.0, 'AA+', 'AA'
'122693', 6.81, 133, 105.5, 0.0, 'AA', 'AA'
'122743', 6.77, 167, 105.0, 13600.0, 'AA+', 'AA+'
'122585', 6.75, 340, 101.2, 0.0, 'AA', 'AA'
'124098', 6.75, 220, 101.0, 1400.0, 'AA+', 'AA'
'122965', 6.74, 109, 100.5, 0.0, 'AA', 'AA'
'124093', 6.74, 248, 101.86, 218.0, 'AA+', 'AA'
'124103', 6.74, 205, 101.31, 3.0, 'AA+', 'AA'
'122626', 6.72, 51, 102.29, 9997.0, 'AA+', 'AA'
'122922', 6.71, 189, 100.3, 20000.0, 'AA+', 'AA'
'122648', 6.7, 135, 104.9, 0.0, 'AA+', 'AA'
'122806', 6.7, 55, 100.9, 0.0, 'AA+', 'AA'
'124193', 6.7, 149, 98.5, 27.0, 'AA', 'AA'
'124332', 6.7, 360, 99.5, 5005.0, 'AA+', 'AA'
'124393', 6.7, 288, 101.28, 93.0, 'AA', 'AA'
'124342', 6.69, 332, 101.0, 2580.0, 'AA+', 'AA'
'122778', 6.66, 278, 105.0, 595.0, 'AAA', 'AAA'
'122594', 6.62, 360, 102.88, 0.0, 'AA', 'AA'
'124279', 6.62, 80, 98.0, 0.0, 'AA', 'AA'
'124135', 6.61, 203, 100.25, 0.0, 'AA+', 'AA+'
'122563', 6.6, 332, 104.49, 21.0, 'AA+', 'AA'
'122598', 6.6, 24, 101.48, 0.0, 'AA+', 'AA'
'122813', 6.6, 97, 101.0, 0.0, 'AA+', 'AA+'
'122558', 6.59, 350, 100.0, 0.0, 'AA+', 'AA+'
'124375', 6.59, 296, 100.5, 0.0, 'AA+', 'AA'
'122916', 6.58, 146, 102.42, 3785.0, 'AA+', 'AA'
'124343', 6.58, 327, 101.3, 0.0, 'AA', 'AA'
'122964', 6.57, 89, 101.8, 13066.0, 'AA+', 'AA+'
'122836', 6.56, 154, 102.58, 140.0, 'AA', 'AA'
'111062', 6.56, 330, 93.21, 1000.0, 'AA+', 'AA+'
'122768', 6.55, 230, 106.02, 3001.0, 'AA+', 'AA'
'124811', 6.55, 46, 100.5, 0.0, 'AA+', 'AA'
'122680', 6.54, 111, 103.3, 1210.0, 'AA+', 'AA+'
'124435', 6.53, 250, 105.3, 5141.0, 'AA+', 'AA+'
'122846', 6.49, 161, 101.1, 30.0, 'AAA', 'AAA'
'122831', 6.48, 141, 103.1, 2718.0, 'AA+', 'AA'
'124147', 6.48, 193, 99.8, 0.0, 'AA', 'AA'
'122599', 6.46, 365, 101.78, 1037.0, 'AA+', 'AA'
'122553', 6.45, 325, 101.0, 0.0, 'AA+', 'AA'
'122833', 6.44, 102, 100.99, 436.0, 'AA', 'AA'
'111052', 6.44, 143, 102.4, 140.0, 'AA', 'AA'
'122930', 6.43, 229, 102.65, 9727.0, 'AA+', 'AA'
'122921', 6.41, 193, 103.23, 12293.0, 'AA+', 'AA'
'124089', 6.41, 219, 101.0, 0.0, 'AA+', 'AA'
'122607', 6.4, 99, 103.7, 33441.0, 'AAA', 'AAA'
'122701', 6.38, 126, 104.5, 0.0, 'AA+', 'AA+'
'122564', 6.37, 323, 105.33, 192.0, 'AA', 'AA'
'122854', 6.37, 132, 101.0, 0.0, 'AA', 'AA'
'124148', 6.36, 186, 100.1, 0.0, 'AA+', 'AA'
'122840', 6.35, 161, 103.3, 0.0, 'AA+', 'AA'
'124159', 6.35, 190, 100.6, 19893.0, 'AA+', 'AA'
'122877', 6.34, 221, 99.8, 2000.0, 'AA+', 'AA+'
'124128', 6.33, 219, 101.3, 340.0, 'AA', 'AA'
'122819', 6.32, 99, 101.1, 6190.0, 'AA+', 'AA+'
'122825', 6.32, 132, 103.6, 0.0, 'AA+', 'AA'
'124275', 6.32, 128, 99.4, 0.0, 'AA', 'AA'
'122956', 6.31, 59, 99.5, 0.0, 'AA+', 'AA+'
'120511', 6.29, 6, 98.75, 50.0, 'AAA', 'AAA'
'124007', 6.28, 266, 100.48, 0.0, 'AA+', 'AA'
'124345', 6.28, 327, 99.25, 0.0, 'AA+', 'AA'
'112065', 6.27, 141, 97.45, 391.0, 'AA+', 'AA+'
'122559', 6.26, 350, 102.9, 50.0, 'AA+', 'AA+'
'122621', 6.26, 23, 100.45, 0.0, 'AA', 'AA'
'122891', 6.26, 335, 99.2, 0.0, 'AA', 'AA'
'122932', 6.23, 250, 103.35, 68151.0, 'AA+', 'AA'
'124368', 6.22, 292, 100.33, 1.0, 'AA+', 'AA+'
'124361', 6.21, 314, 100.25, 0.0, 'AAA', 'AA+'
'122710', 6.2, 129, 102.41, 0.0, 'AA+', 'AA+'
'122842', 6.16, 208, 102.3, 3123.0, 'AA', 'AA'
'122805', 6.13, 62, 100.9, 0.0, 'AA', 'AA'
'122944', 6.13, 339, 101.62, 0.0, 'AA+', 'AA'
'122902', 6.12, 76, 100.1, 1600.0, 'AA+', 'AA'
'122884', 6.1, 295, 100.34, 0.0, 'AA+', 'AA'
'122892', 6.1, 335, 100.39, 3.0, 'AA', 'AA'
'124002', 6.05, 263, 99.3, 5000.0, 'AA+', 'AA+'
'122760', 6.04, 332, 101.95, 0.0, 'AAA', 'AAA'
'124252', 6.03, 106, 98.18, 0.0, 'AA+', 'AA'
'122984', 5.98, 153, 103.03, 7682.0, 'AA+', 'AA'
'122866', 5.93, 287, 99.8, 5338.0, 'AAA', 'AA+'
'122958', 5.9, 72, 101.2, 430.0, 'AA+', 'AA'
'122915', 5.85, 88, 99.99, 50.0, 'AA+', 'AA'
'122942', 5.85, 321, 102.0, 1206.0, 'AA+', 'AA+'
'122832', 5.8, 153, 104.3, 0.0, 'AA+', 'AA+'
'120601', 5.74, 167, 87.2, 0.0, 'AAA', 'AAA'
'120605', 5.73, 83, 86.7, 115.0, 'AAA', 'AAA'
'122995', 5.7, 339, 103.3, 6300.0, 'AAA', 'AA+'
'122913', 5.67, 76, 100.5, 0.0, 'AA', 'AA'
'122518', 5.66, 281, 98.7, 60.0, 'AAA', 'AAA'
'122957', 5.65, 59, 100.7, 5000.0, 'AA', 'AA'
'111023', 5.6, 342, 94.45, 690.0, 'AAA', 'AAA'
'122996', 5.53, 312, 100.8, 12610.0, 'AA+', 'AA+'
'122888', 5.49, 308, 100.49, 3011.0, 'AA+', 'AA'
'120303', 5.41, 1, 93.52, 118.0, 'AAA', 'AAA'
'120306', 5.38, 237, 98.59, 108.0, 'AAA', 'AAA'
'122579', 5.36, 40, 99.99, 53.0, 'AA', 'AA'
'120490', 5.3, 319, 101.3, 596.0, 'AAA', 'AAA'
'111045', 5.27, 229, 102.66, 0.0, 'AA+', 'AA'
'122905', 5.23, 94, 102.19, 0.0, 'AA+', 'AA+'
'111019', 5.21, 264, 97.89, 0.0, 'AAA', 'AAA'
'120203', 5.18, 278, 97.99, 221.0, 'AAA', 'AAA'
'120516', 4.84, 21, 100.1, 0.0, 'AAA', 'AAA'
