secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap,Unnamed: 0
002016.XSHE,002016,威尔科技,XSHE,2004-07-08,7.5,7.5,13.0,14.0,12.52,12.68,13552295.0,174397936.0,21297.0,0.5421,0.15330429380000002,317000000.0,698452440.0,0.6907,,,6.1707,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-09,12.68,12.68,12.65,13.39,12.65,12.9,8645978.0,112708552.0,11047.0,0.3458,0.15330429380000002,322500000.0,710570700.0,0.0174,,,6.2777,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-12,12.9,12.9,12.81,12.82,11.61,11.61,4917864.0,58793012.0,5852.0,0.1967,0.15330429380000002,290250000.0,639513630.0,-0.1,,,5.65,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-13,11.61,11.61,11.3,11.3,10.55,11.02,4069645.0,44547012.0,5455.0,0.1628,0.15330429380000002,275500000.0,607014660.0,-0.0508,,,5.3628,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-14,11.02,11.02,11.08,11.12,10.36,11.02,2923992.0,31501582.0,3855.0,0.117,0.15330429380000002,275500000.0,607014660.0,0.0,,,5.3628,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-15,11.02,11.02,10.9,11.15,10.65,10.77,2216119.0,24101610.0,2831.0,0.0886,0.15330429380000002,269250000.0,593243910.0,-0.0227,,,5.2412,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-16,10.77,10.77,10.77,11.63,10.7,11.45,4421147.0,50019400.0,5534.0,0.1768,0.15330429380000002,286250000.0,630700350.0,0.0631,,,5.5721,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-19,11.45,11.45,11.29,12.08,11.22,11.75,3821098.0,44703128.0,5258.0,0.1528,0.15330429380000002,293750000.0,647225250.0,0.0262,,,5.7181,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-20,11.75,11.75,11.65,11.94,11.52,11.55,2322367.0,27213830.0,3447.0,0.0929,0.15330429380000002,288750000.0,636208650.0,-0.017,,,5.6208,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-21,11.55,11.55,11.45,11.65,11.35,11.37,1365070.0,15669860.0,1923.0,0.0546,0.15330429380000002,284250000.0,626293710.0,-0.0156,,,5.5332,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-22,11.37,11.37,11.55,11.78,11.12,11.21,1920102.0,22096376.0,2730.0,0.0768,0.15330429380000002,280250000.0,617480430.0,-0.0141,,,5.4553,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-23,11.21,11.21,11.18,11.57,11.18,11.52,1064845.0,12087115.0,1676.0,0.0426,0.15330429380000002,288000000.0,634556160.0,0.0277,,,5.6062,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-26,11.52,11.52,11.47,11.47,11.02,11.24,1151951.0,12949035.0,1736.0,0.0461,0.15330429380000002,281000000.0,619132920.0,-0.0243,,,5.4699,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-27,11.24,11.24,11.2,11.28,10.31,10.57,1793458.0,19292376.0,2840.0,0.0717,0.15330429380000002,264250000.0,582227310.0,-0.0596,,,5.1439,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-28,10.57,10.57,10.51,10.82,10.3,10.8,1306575.0,13876989.0,2080.0,0.0523,0.15330429380000002,270000000.0,594896400.0,0.0218,,,5.2558,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-29,10.8,10.8,10.87,11.2,10.71,11.13,1586029.0,17515194.0,2531.0,0.0634,0.15330429380000002,278250000.0,613073790.0,0.0306,,,5.4164,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-07-30,11.13,11.13,11.13,11.18,10.88,10.96,1109842.0,12237414.0,1662.0,0.0444,0.15330429380000002,274000000.0,603709680.0,-0.0153,,,5.3337,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-02,10.96,10.96,10.86,11.26,10.85,11.18,1362293.0,15144268.0,1983.0,0.0545,0.15330429380000002,279500000.0,615827940.0,0.0201,,,5.4407,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-03,11.18,11.18,11.4,11.84,11.36,11.54,3705432.0,42884560.0,5466.0,0.1482,0.15330429380000002,288500000.0,635657820.0,0.0322,,,5.6159,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-04,11.54,11.54,11.48,11.75,11.28,11.66,2161771.0,24991994.0,3170.0,0.0865,0.15330429380000002,291500000.0,642267780.0,0.0104,,,5.6743,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-05,11.66,11.66,11.63,11.78,11.4,11.46,1300686.0,15097740.0,2298.0,0.052000000000000005,0.15330429380000002,286500000.0,631251180.0,-0.0172,,,5.577000000000001,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-06,11.46,11.46,11.38,11.56,10.81,11.15,1640433.0,18273950.0,2918.0,0.0656,0.15330429380000002,278750000.0,614175450.0,-0.0271,,,5.4261,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-09,11.15,11.15,11.08,11.11,10.71,10.98,740424.0,8085699.0,1405.0,0.0296,0.15330429380000002,274500000.0,604811340.0,-0.0152,,,5.3434,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-10,10.98,10.98,11.0,11.11,10.91,11.02,429694.0,4737122.0,825.0,0.0172,0.15330429380000002,275500000.0,607014660.0,0.0036,,,5.3628,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-11,11.02,11.02,11.0,11.0,10.48,10.62,1173255.0,12518930.0,2084.0,0.0469,0.15330429380000002,265500000.0,584981460.0,-0.0363,,,5.1682,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-12,10.62,10.62,10.53,10.71,10.38,10.61,659655.0,6952832.0,1174.0,0.0264,0.15330429380000002,265250000.0,584430630.0,-0.0009,,,5.1633,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-13,10.61,10.61,10.61,10.69,10.38,10.38,713057.0,7491556.0,1258.0,0.0285,0.15330429380000002,259500000.0,571761540.0,-0.0217,,,5.0514,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-16,10.38,10.38,9.6,9.88,9.52,9.55,1111729.0,10770384.0,1925.0,0.0445,0.15330429380000002,238750000.0,526042650.0,-0.08,,34.011,4.6475,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-17,9.55,9.55,9.51,9.7,9.33,9.46,740961.0,7038138.0,1328.0,0.0296,0.15330429380000002,236500000.0,521085180.0,-0.0094,,33.6905,4.6037,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-18,9.46,9.46,9.45,9.46,9.04,9.06,1090562.0,10060204.0,1733.0,0.0436,0.15330429380000002,226500000.0,499051980.0,-0.0423,,32.266,4.409,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-19,9.06,9.06,9.03,9.2,8.87,9.0,855165.0,7736233.0,1424.0,0.0342,0.15330429380000002,225000000.0,495747000.0,-0.0066,,32.0523,4.3798,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-20,9.0,9.0,9.08,9.26,9.01,9.15,620300.0,5669981.0,1017.0,0.0248,0.15330429380000002,228750000.0,504009450.0,0.0167,,32.5865,4.4528,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-23,9.15,9.15,9.19,9.19,8.71,8.86,495566.0,4405924.0,808.0,0.0198,0.15330429380000002,221500000.0,488035380.0,-0.0317,,31.5537,4.3117,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-24,8.86,8.86,8.92,9.2,8.79,9.18,606519.0,5519699.0,947.0,0.0243,0.15330429380000002,229500000.0,505661940.0,0.0361,,32.6933,4.4674,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-25,9.18,9.18,9.19,9.19,8.9,8.99,314007.0,2836161.0,535.0,0.0126,0.15330429380000002,224750000.0,495196170.0,-0.0207,,32.0167,4.375,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-26,8.99,8.99,9.01,9.04,8.86,8.91,306110.0,2741875.0,457.0,0.0122,0.15330429380000002,222750000.0,490789530.0,-0.0089,,31.7318,4.336,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-27,8.91,8.91,8.84,8.94,8.6,8.81,424365.0,3739154.0,656.0,0.017,0.15330429380000002,220250000.0,485281230.0,-0.0112,,31.3756,4.2874,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-30,8.81,8.81,8.81,9.3,8.63,9.07,650178.0,5888042.0,1057.0,0.026,0.15330429380000002,226750000.0,499602810.0,0.0295,,32.3016,4.4139,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-08-31,9.07,9.07,9.38,9.55,9.16,9.16,1049255.0,9765173.0,1380.0,0.042,0.15330429380000002,229000000.0,504560280.0,0.0099,,32.6221,4.4577,1.0,,
002016.XSHE,002016,威尔科技,XSHE,2004-09-01,9.16,9.16,9.03,9.12,8.9,8.93,332656.0,2994709.0,514.0,0.0133,0.15330429380000002,223250000.0,491891190.0,-0.0251,,31.803,4.3458,1.0,,
