secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap,Unnamed: 0
002640.XSHE,002640,百圆裤业,XSHE,2011-12-08,25.8,25.8,28.0,30.0,28.0,29.0,11805035.0,339874752.0,36570.0,0.8829,0.0814632922,387730000.0,1933430000.0,0.124,29.6182,34.606,12.6705,1.0,28.791,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-09,29.0,29.0,28.5,29.24,27.75,28.19,5755612.0,163556304.0,10063.0,0.4305,0.0814632922,376900300.0,1879427300.0,-0.0279,28.7909,33.6394,12.3166,1.0,28.417,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-12,28.19,28.19,27.8,28.08,27.22,27.88,3727350.0,102706400.0,6241.0,0.2788,0.0814632922,372755600.0,1858759600.0,-0.011,28.4743,33.2695,12.1812,1.0,27.555,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-13,27.88,27.88,27.66,27.85,26.3,26.51,3353348.0,90026976.0,5147.0,0.2508,0.0814632922,354438700.0,1767421700.0,-0.0491,27.0751,31.6347,11.5826,1.0,26.847,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-14,26.51,26.51,26.23,26.43,25.06,25.1,2984871.0,76666688.0,4604.0,0.2233,0.0814632922,335587000.0,1673417000.0,-0.0532,25.635,29.9521,10.9666,1.0,25.685,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-15,25.1,25.1,24.56,25.58,24.56,24.83,2291966.0,57330192.0,3380.0,0.1714,0.0814632922,331977100.0,1655416100.0,-0.0108,25.3593,29.6299,10.8486,1.0,25.014,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-16,24.83,24.83,24.91,25.17,23.66,24.85,2733965.0,66954616.0,3938.0,0.2045,0.0814632922,332244500.0,1656749500.0,0.0008,25.3797,29.6538,10.8573,1.0,24.49,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-19,24.85,24.85,24.3,24.58,23.3,24.36,2128289.0,50778164.0,3234.0,0.1592,0.0814632922,325693200.0,1624081200.0,-0.0197,24.8793,29.06900000000001,10.6432,1.0,23.859,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-20,24.36,24.36,24.04,24.7,24.03,24.58,2247661.0,54832060.0,3044.0,0.1681,0.0814632922,328634600.0,1638748600.0,0.009000000000000001,25.104,29.3316,10.7394,1.0,24.395,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-21,24.58,24.58,24.62,25.13,24.33,24.83,3233048.0,80081072.0,4181.0,0.2418,0.0814632922,331977100.0,1655416100.0,0.0102,25.3593,29.6299,10.8486,1.0,24.77,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-22,24.83,24.83,24.51,24.92,23.1,24.62,3320256.0,79662032.0,4652.0,0.2483,0.0814632922,329169400.0,1641415400.0,-0.0085,25.1448,29.3793,10.7568,1.0,23.993,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-23,24.62,24.62,24.33,24.58,23.57,23.83,2584045.0,62232860.0,4000.0,0.1933,0.0814632922,318607100.0,1588746100.0,-0.0321,24.338,28.4366,10.4117,1.0,24.084,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-26,23.83,23.83,23.6,24.17,23.1,23.1,1471796.0,34820408.0,2313.0,0.1101,0.0814632922,308847000.0,1540077000.0,-0.0306,23.5924,27.5655,10.0927,1.0,23.658,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-27,23.1,23.1,22.84,22.86,20.79,20.79,2502704.0,54222636.0,3751.0,0.1872,0.0814632922,277962300.0,1386069300.0,-0.1,21.2332,24.8089,9.0835,1.0,21.666,
002640.XSHE,002640,百圆裤业,XSHE,2011-12-28,20.79,20.79,20.21,20.76,20.02,20.64,1477345.0,30140878.0,1998.0,0.1105,0.0814632922,275956800.0,1376068800.0,-0.0072,21.08,24.6299,9.0179,1.0,20.402,
