secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
688399.XSHG,688399,硕世生物,XSHG,2019-12-05,46.78,46.78,52.33,62.5,50.25,54.88,9880338,540241027,22269,0.7407,0.9872368574,732016880,3217065600,0.1732,43.3223,48.4769,8.6047,1,54.678
688399.XSHG,688399,硕世生物,XSHG,2019-12-06,54.88,54.88,52.79,55.89,50.53,51.0,6317787,332493192,9221,0.4737,0.9872368574,680263500,2989620000,-0.0707,40.2594,45.0496,7.9964,1,52.628
688399.XSHG,688399,硕世生物,XSHG,2019-12-09,51.0,51.0,51.0,51.28,48.0,50.53,4475585,222462086,6861,0.3355,0.9872368574,673994405,2962068600,-0.0092,39.8884,44.6344,7.9227,1,49.706
688399.XSHG,688399,硕世生物,XSHG,2019-12-10,50.53,50.53,50.1,57.51,49.6,53.66,5886173,314437449,9050,0.4413,0.9872368574,715743910,3145549200,0.0619,42.3592,47.3992,8.4134,1,53.42
688399.XSHG,688399,硕世生物,XSHG,2019-12-11,53.66,53.66,53.01,56.58,52.85,53.99,4049939,220729387,6211,0.3036,0.9872368574,720145615,3164893800,0.0061,42.6197,47.6907,8.4652,1,54.502
688399.XSHG,688399,硕世生物,XSHG,2019-12-12,53.99,53.99,54.69,58.37,54.18,55.9,4357335,245154581,6842,0.3267,0.9872368574,745622150,3276858000,0.0354,44.1274,49.3778,8.7647,1,56.263
688399.XSHG,688399,硕世生物,XSHG,2019-12-13,55.9,55.9,55.51,56.28,54.5,55.73,2485962,137076043,4258,0.1864,0.9872368574,743354605,3266892600,-0.003,43.9932,49.2277,8.738,1,55.14
688399.XSHG,688399,硕世生物,XSHG,2019-12-16,55.73,55.73,56.18,56.96,55.1,56.36,2517378,140833617,4406,0.1887,0.9872368574,751757860,3303823200,0.0113,44.4906,49.7842,8.8368,1,55.945
688399.XSHG,688399,硕世生物,XSHG,2019-12-17,56.36,56.36,56.3,56.8,55.06,56.1,2597055,145270488,4350,0.1947,0.9872368574,748289850,3288582000,-0.0046,44.2853,49.5545,8.796,1,55.937
688399.XSHG,688399,硕世生物,XSHG,2019-12-18,56.1,56.1,56.57,62.98,56.16,62.7,4727408,279011500,7526,0.3544,0.9872368574,836323950,3675474000,0.1176,49.4954,55.3845,9.8308,1,59.02
