secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap,Unnamed: 0
002614.XSHE,002614,蒙发利,XSHE,2011-09-09,52.0,52.0,48.5,49.51,45.71,45.8,10842168.0,513630496.0,36923.0,0.4518,0.2061237991,1099200000.0,5496000000.0,-0.1192,35.9036,75.8747,13.8266,1.0,47.37300000000001,
002614.XSHE,002614,蒙发利,XSHE,2011-09-13,45.8,45.8,46.1,46.97,42.8,43.8,4986800.0,221428144.0,12538.0,0.2078,0.2061237991,1051200000.0,5256000000.0,-0.0437,34.3357,72.5614,13.2228,1.0,44.403,
002614.XSHE,002614,蒙发利,XSHE,2011-09-14,43.8,43.8,43.5,44.4,43.07,44.2,3142902.0,137526912.0,8096.0,0.131,0.2061237991,1060800000.0,5304000000.0,0.0091,34.6493,73.2241,13.3435,1.0,43.758,
002614.XSHE,002614,蒙发利,XSHE,2011-09-15,44.2,44.2,43.91,44.92,43.3,43.85,3154980.0,139430448.0,8016.0,0.1315,0.2061237991,1052400000.0,5262000000.0,-0.0079,34.3749,72.6443,13.2379,1.0,44.194,
002614.XSHE,002614,蒙发利,XSHE,2011-09-16,43.85,43.85,43.98,43.98,42.86,42.91,2488363.0,107924472.0,6539.0,0.1037,0.2061237991,1029840000.0,5149200000.0,-0.0214,33.638000000000005,71.087,12.9541,1.0,43.372,
002614.XSHE,002614,蒙发利,XSHE,2011-09-19,42.91,42.91,42.45,42.45,40.57,40.57,2078362.0,85624016.0,5366.0,0.0866,0.2061237991,973680000.0,4868400000.0,-0.0545,31.8037,67.2104,12.2477,1.0,41.198,
002614.XSHE,002614,蒙发利,XSHE,2011-09-20,40.57,40.57,40.09,41.28,40.09,40.9,1149442.0,46777460.0,3040.0,0.0479,0.2061237991,981600000.0,4908000000.0,0.0081,32.0624,67.7571,12.3473,1.0,40.696,
002614.XSHE,002614,蒙发利,XSHE,2011-09-21,40.9,40.9,40.97,42.38,40.78,42.07,1907983.0,79664832.0,4392.0,0.0795,0.2061237991,1009680000.0,5048400000.0,0.0286,32.9795,69.6954,12.7005,1.0,41.753,
002614.XSHE,002614,蒙发利,XSHE,2011-09-22,42.07,42.07,42.0,42.54,40.5,40.55,1662034.0,69115688.0,4038.0,0.0693,0.2061237991,973200000.0,4866000000.0,-0.0361,31.788,67.1773,12.2416,1.0,41.585,
002614.XSHE,002614,蒙发利,XSHE,2011-09-23,40.55,40.55,39.7,40.38,39.4,40.3,1275717.0,50774672.0,2984.0,0.0532,0.2061237991,967200000.0,4836000000.0,-0.0062,31.592,66.7631,12.1662,1.0,39.801,
002614.XSHE,002614,蒙发利,XSHE,2011-09-26,40.3,40.3,39.85,40.74,39.85,40.0,957850.0,38526504.0,1939.0,0.0399,0.2061237991,960000000.0,4800000000.0,-0.0074,31.3568,66.2661,12.0756,1.0,40.222,
002614.XSHE,002614,蒙发利,XSHE,2011-09-27,40.0,40.0,40.35,40.49,39.56,39.86,621896.0,24852484.0,1425.0,0.0259,0.2061237991,956640000.0,4783200000.0,-0.0035,31.2471,66.0342,12.0333,1.0,39.962,
